dorsal;biker;club;time
3104;Tony Dorsey;Independiente;05:32:59
3478;Hunter Lopez;Independiente;05:33:00
4196;Ashley Miller;Independiente;05:33:00
4861;Lindsay Wall;Independiente;05:33:01
2184;Jack Anderson;CLUB CICLISTA SANTA EULALIA;05:33:02
4862;Christine Novak;Independiente;05:33:02
853;Jeremy Porter;Independiente;05:33:11
1603;Bryan Shelton;CLUB MALGRAT / BLANDA ESPARTANS;05:33:21
1616;Melissa Taylor;CLUB TRIATLÓ BLANES;05:33:22
2448;Angel Moore;Club Ciclista Saidi;05:33:23
4114;Christopher Nolan;Independiente;05:33:25
1581;Kenneth Smith;Crokslife bike team;05:33:25
1887;Michael Cunningham;CLUB Ciclista Saidí;05:33:26
3809;Kristin Patel;Independiente;05:33:30
2373;Kirsten Garrison;Independiente;05:33:36
2479;Michael Mitchell;Independiente;05:33:36
3026;Raven Hammond;Independiente;05:33:41
3137;Jessica Goodman;Sapporo72;05:33:47
2210;Sara Barber;CC Lodosa;05:33:48
5404;Theresa Weaver;Amics Curses Populars;05:33:49
742;Candice Robertson;Club Ciclista Monegros Carretera Zaragoza;05:33:50
1778;Kenneth Thompson;Independiente;05:33:51
1548;Martha Dixon;Las Tremens;05:33:53
4178;Gary Ramsey;Independiente;05:33:54
2074;Wesley Campbell;Independiente;05:33:54
2075;Ariel Davies;Independiente;05:33:54
4104;Philip Dunn;Independiente;05:33:55
2596;Jennifer Mcgee;Independiente;05:33:57
2440;Jesse Hutchinson;Independiente;05:33:58
3452;Katrina Costa;ZARATANBIKES ;05:33:59
3460;Stephanie May;ZARATANBIKES ;05:34:00
1894;Amber Rice;Independiente;05:34:02
3456;Matthew Cook;ZARATANBIKES ;05:34:02
3688;Sandra Evans;Independiente;05:34:03
3711;Leslie Duke;Independiente;05:34:07
2377;Beth Fuentes;Independiente;05:34:08
4396;Gabriel Patterson;Club Ciclista Roses;05:34:18
1713;Brandon Kim;Club Ciclista Oscense;05:34:21
5233;Christopher Bradshaw;TEAM BIKE AND BICI LLEIDA;05:34:25
552;Lawrence Daniels;Independiente;05:34:27
4077;Valerie Davis PhD;Independiente;05:34:30
3951;Michael Swanson;BICIKLETOS ;05:34:36
3633;Steven Ramirez;Peña ciclista Barberá;05:34:40
3194;Sean Mack;Independiente;05:34:40
3740;Melissa Riley;Independiente;05:34:40
3227;Matthew Morgan;Independiente;05:34:41
804;Jennifer Hernandez;Independiente;05:34:48
1180;Charles Burns;Independiente;05:34:58
1087;Rebecca Brock;Independiente;05:34:58
4771;Erin Baker;Independiente;05:35:00
4770;Matthew Allen;Independiente;05:35:00
4363;Kenneth Obrien;Independiente;05:35:02
1610;Peter Cardenas;Independiente;05:35:05
428;Lindsay Thompson;Independiente;05:35:06
2187;Chloe Robinson;Independiente;05:35:07
2072;Mary Watkins MD;Independiente;05:35:07
4097;Michael Stewart;Independiente;05:35:08
1533;Aaron Gillespie;Independiente;05:35:09
1571;Jordan Kim;Independiente;05:35:11
1589;Michael Clark;Independiente;05:35:11
2078;Daniel Juarez;Independiente;05:35:24
47;Ashley Banks;Independiente;05:35:26
3658;Tonya Farmer;Independiente;05:35:26
2588;Crystal Espinoza;Independiente;05:35:33
2518;Sarah Perez;Independiente;05:35:35
4805;Donald Powell;Independiente;05:35:35
2386;Michael Rogers;OPEN NATURA;05:35:42
4299;Blake Tapia;Independiente;05:35:44
2042;Mr. William Ortiz;Independiente;05:35:44
5326;Jeffrey Pollard;Independiente;05:35:45
2701;Tammy Chapman;Club ciclista Benabarre;05:35:48
1211;Belinda Riggs;Independiente;05:35:59
5528;Todd Larson;Independiente;05:36:03
5263;Robin Hernandez;Independiente;05:36:05
4682;Stephanie Cruz;Independiente;05:36:09
5532;Michael Carter;Independiente;05:36:09
5487;Jasmine Chang;Independiente;05:36:13
1981;Harry Parks;Independiente;05:36:16
4890;Casey Wilson;Independiente;05:36:19
3590;Randy Weaver;Independiente;05:36:28
5539;James Anderson;Club ciclista Vigués ;05:36:30
4066;Lisa Smith;Fabara ;05:36:30
3539;Sandra Torres;Independiente;05:36:32
3505;Charles Williams;Kuskumendi mtb ;05:36:32
3685;Linda Schmidt;Aldapa Cycle Store ;05:36:34
3509;Miguel Randolph;Independiente;05:36:34
3130;Barbara Castro;Independiente;05:36:35
2094;Maria Mckenzie;Independiente;05:36:35
488;Tina Huang;BIKINEROS;05:36:42
1726;Brittany Mcneil;Independiente;05:36:43
4143;David Chung;Independiente;05:36:46
4152;Andrew Norman;petta;05:36:46
2652;Amber Mccullough;Independiente;05:36:57
51;Stephen Miller;Independiente;05:37:09
5113;Chelsey Ponce;Independiente;05:37:13
3694;Jonathan Dickerson;Independiente;05:37:16
5257;Alexis Weaver;Independiente;05:37:17
5256;Jason Mills;Independiente;05:37:18
2622;Katie Vasquez;Independiente;05:37:21
3427;Timothy Hinton;Independiente;05:37:23
2369;Brian Clark;Independiente;05:37:23
2505;William Russell;Independiente;05:37:23
4030;John Simmons;Independiente;05:37:24
3425;Alisha Dennis;Independiente;05:37:24
2225;Gordon Dalton;CLUB plana llado ;05:37:25
4190;Alyssa Robinson;Independiente;05:37:25
4654;Erin Walsh;Independiente;05:37:27
4653;Mrs. Amanda Giles;Independiente;05:37:27
1743;Mark Kelly;CLUB ciclista jubierre ;05:37:30
4789;Shannon Mejia;Independiente;05:37:34
5386;Amy Bennett;Independiente;05:37:34
1587;Lisa Miller;Independiente;05:37:40
1085;Alex Allen;Independiente;05:37:43
3859;Paul Scott MD;Independiente;05:37:44
3960;Erik Sanchez MD;Independiente;05:37:45
2794;Brandy Decker;Independiente;05:37:50
3499;Jordan Martinez;Independiente;05:37:51
3055;Maurice Price;Independiente;05:37:59
801;Joshua Gonzalez;Independiente;05:38:00
802;Nichole Schmidt;Independiente;05:38:00
391;Ashley Reid;Independiente;05:38:03
1555;Jacob Guerra;Independiente;05:38:09
3080;Stephanie Kelly;Independiente;05:38:11
3108;Cindy Bonilla;Independiente;05:38:13
3109;Victoria Jones;Independiente;05:38:13
871;Jessica Smith;Independiente;05:38:13
2430;Michael Farley;Independiente;05:38:21
1764;Dalton Clark;Club Btt Bràfim;05:38:22
1782;Christine Francis;Independiente;05:38:22
1874;Amy Cuevas;Independiente;05:38:29
2886;James Hood;Independiente;05:38:36
4215;Keith Ortiz;Independiente;05:38:38
3518;Joshua Montgomery;Independiente;05:38:41
3916;Theresa Frazier;Independiente;05:38:42
4260;Joseph Cooper;Independiente;05:38:43
5053;Nicole Howard;Independiente;05:38:48
4073;William Young;Independiente;05:38:53
1010;Frank Gonzalez;Independiente;05:39:02
3197;Brandi Garcia;Independiente;05:39:06
4675;Melvin Ortiz;Independiente;05:39:08
1803;Katherine Hammond;Independiente;05:39:10
1798;Jennifer Heath;Independiente;05:39:10
189;Robert Cox;Independiente;05:39:13
3258;Sonya Johnson;Independiente;05:39:18
3778;Debra Ball;Independiente;05:39:22
1108;Madeline Wright;Independiente;05:39:24
1107;Kenneth Johnson;Independiente;05:39:25
3092;Eugene Fuller;Independiente;05:39:25
2763;Katie Nelson;Independiente;05:39:29
1431;Derrick Hanson;Independiente;05:39:44
1421;Mr. Jerry Williams;Independiente;05:39:44
3485;Tammy Medina;Independiente;05:39:47
54;Gregory Mcdowell;Independiente;05:39:49
2104;Michael Willis MD;Independiente;05:39:58
4847;Susan Young;Independiente;05:39:58
4864;Larry Smith;Independiente;05:39:59
2600;James Baker;Independiente;05:39:59
1693;Jason Valentine;Independiente;05:40:00
4865;Nicole Morrow;Independiente;05:40:01
4258;David Smith;Club Btt La Canonja;05:40:03
3226;Debra Mclean;Independiente;05:40:09
2409;Amy Elliott;Independiente;05:40:11
2509;Julia Atkins;Bttnosubomas ;05:40:11
2331;Steven Smith;bttnosubomas ;05:40:12
2584;Cynthia Brown;Independiente;05:40:12
3736;William Wagner;Independiente;05:40:23
3163;Andrea Carter;MTB El Tio del Mazo;05:40:28
1677;Christian Oliver;Independiente;05:40:30
4254;Luke Smith;Independiente;05:40:32
3154;Matthew Schneider;MTB El Tio del Mazo;05:40:33
3412;Marie Rodriguez;Independiente;05:40:35
4013;Alexis Mendez;Independiente;05:40:37
4012;Laura Johnson;Independiente;05:40:37
453;Bryan Williams;UCSC ;05:40:38
2693;Mrs. Rachel Page;A.d. Pedales Getafe;05:40:39
455;Belinda Munoz;ucsc ;05:40:41
1833;David Moyer;El bicho ;05:40:41
3780;Kyle Cooper;Independiente;05:40:41
454;Erica Tucker;UCSC ;05:40:42
3589;Lisa Berry;Independiente;05:40:45
250;Austin Porter;Independiente;05:40:45
252;Joshua Reeves;Independiente;05:40:46
5283;Nancy Lewis;Independiente;05:40:52
1758;Mark Wang;Independiente;05:40:53
1727;Eric Schultz;Independiente;05:40:54
1086;Michael Oliver;Baraka Bike Cervecera Pollito;05:41:00
5327;Tony Coleman;Independiente;05:41:02
1784;Victoria Smith;Independiente;05:41:04
3678;Priscilla Douglas;Independiente;05:41:05
5194;Breanna Davila;Independiente;05:41:08
4346;Amanda Jones;Planificat cycling team;05:41:09
3471;Joshua Guzman;Independiente;05:41:13
799;Jordan Rodriguez;Arroyobikers ;05:41:14
3472;Robert Green;Independiente;05:41:14
2227;Brian Lee;Independiente;05:41:18
2224;Jennifer Lee;Independiente;05:41:20
5466;Tammy Gentry;Independiente;05:41:28
3060;Lydia Dean;Independiente;05:41:30
3504;Ronald Cole MD;Independiente;05:41:33
2862;Cynthia Mullen;Independiente;05:41:33
2252;Michelle Rodriguez;Independiente;05:41:37
1754;Mikayla Travis;Orkatzeta kirol kluba;05:41:40
2405;William Knight;Independiente;05:41:41
1572;Martha Brennan;Independiente;05:41:43
3999;Jessica Adams;Independiente;05:41:47
4074;Kayla Duncan;BIKE ALTORRICON;05:41:47
5274;Francisco Kelly;Independiente;05:41:48
3231;Rebecca Hernandez;Independiente;05:41:51
2885;James Johnson;Independiente;05:41:54
2301;Cameron Hernandez;Independiente;05:41:54
2884;Rhonda Mcguire;Independiente;05:41:54
4285;April Murillo;Independiente;05:41:54
4368;Michael Mcclure;Independiente;05:41:55
4375;Amanda Anderson;Independiente;05:41:55
2191;Samuel Evans;Independiente;05:41:56
3202;Christopher Blair;Independiente;05:41:59
360;Jessica Duran;Independiente;05:42:05
1415;Kevin Evans;Independiente;05:42:07
1414;Mike Crawford;Independiente;05:42:08
1426;Kaylee Reed;CLUB Ciclista Sariñena ;05:42:09
3944;Nina Dawson;Independiente;05:42:11
3111;Dylan Bush;Independiente;05:42:14
1806;Jeffrey Riley;Independiente;05:42:15
1799;Adam Pitts;Independiente;05:42:16
511;Aaron Fernandez;Independiente;05:42:16
3933;Candace White MD;Unió ciclista sant Cugat ;05:42:16
751;Randy Baker;Independiente;05:42:16
1925;Sabrina Weeks;RUNNERS PREIXANA ;05:42:20
3605;Jessica Fernandez;Independiente;05:42:22
2589;Natalie Soto;Independiente;05:42:24
3296;Ann Hamilton;Independiente;05:42:25
3477;Kelsey Weber;CLUB Ciclista Utebo;05:42:26
1888;Katherine Shaw;CLUB ciclista Monzón ;05:42:27
1886;Jessica Rios;Independiente;05:42:29
2412;Samantha Hawkins;Independiente;05:42:29
3793;Deanna Hubbard;Independiente;05:42:29
3792;Michelle Pennington;Independiente;05:42:29
2365;William Davies;Independiente;05:42:30
2608;Diana Gray;Independiente;05:42:30
4820;Nicole Smith;Independiente;05:42:40
4823;Jessica Bell;Independiente;05:42:41
3735;Kristen Jones;Independiente;05:42:51
4748;Mrs. Leslie Reyes;Independiente;05:42:52
4752;Todd Barber;Independiente;05:42:53
646;John Taylor;Independiente;05:42:54
568;Leslie Hicks;Independiente;05:42:55
5225;Brent Jenkins;Cc Mtb Lobos Zaragoza;05:43:11
4605;Tom Smith;Independiente;05:43:14
2606;Jennifer Evans;Independiente;05:43:20
3079;April Williamson;Independiente;05:43:48
3067;Tanya King;Independiente;05:43:48
2181;Mr. Dennis Martinez Jr.;Independiente;05:43:48
2432;Rachel Roberts;Independiente;05:43:56
1529;Amber Evans;Independiente;05:43:57
2470;Natalie Jimenez;Independiente;05:44:00
3720;Ashley Vasquez;Independiente;05:44:00
3123;David Cooper;Independiente;05:44:02
3974;Martha Peterson;Independiente;05:44:23
291;Dennis Williams;Independiente;05:44:29
329;Lori Gibson;Independiente;05:44:29
2627;Melissa Gray;Independiente;05:44:34
3782;Wayne Johnson;Independiente;05:44:36
1045;Lindsey Malone;Independiente;05:44:37
343;Brandy Bullock;Independiente;05:44:38
393;Dawn Suarez;Independiente;05:44:39
3948;April Kelley;Independiente;05:44:42
2394;Sheryl Savage;Independiente;05:44:47
3303;Scott Kelley;Independiente;05:44:50
5282;Philip Sharp;ADC FRANCISCO PIZARRO TRUJILLO ;05:44:52
2830;Jimmy Clarke;Independiente;05:44:57
3895;Gabriela Hill;Independiente;05:45:04
3012;Phyllis Beltran;Edelweiss;05:45:07
331;Jacob Barton;Independiente;05:45:08
3011;Andrew Sherman;Independiente;05:45:09
3601;Mary Underwood;Independiente;05:45:11
479;Sheri Gonzales;Independiente;05:45:15
2550;Lori Rodriguez;Independiente;05:45:19
3086;James Jensen;En Bici por Madrid ;05:45:20
2404;Andrew Contreras;Independiente;05:45:23
4307;Jack Miller;Independiente;05:45:24
1710;Sarah Walls;Independiente;05:45:29
4839;Sharon Zamora;Independiente;05:45:29
3171;Dylan Brewer;Independiente;05:45:34
3488;Stephanie Gonzalez;Independiente;05:45:41
3487;Margaret Weeks;Independiente;05:45:41
4211;Marcus Parker;Independiente;05:45:41
5555;Miranda Cooper;Independiente;05:45:50
5564;Crystal Miller;Independiente;05:45:50
4274;Samuel Sanford;Independiente;05:46:06
2057;Laura Lee;UCSC ;05:46:06
4631;Cynthia Bruce;ARIZ TE;05:46:09
3988;Mary Blackburn;Sociedad Ciclista Bilbaina ;05:46:19
2165;Kristin Long;Independiente;05:46:20
4811;Gina Wilson;Pedalitros ;05:46:23
5270;Lauren Alexander;Pedalitros Porzuna ;05:46:25
4314;Anna Spears;Independiente;05:46:27
617;Max Barr;BESTIAL WOLF ;05:46:29
2446;Susan Wade;Independiente;05:46:30
3548;James Cox;Independiente;05:46:35
1834;Matthew Lambert;Independiente;05:46:40
5173;Valerie Rivera;Independiente;05:46:45
1523;Stephen Weber;sancisports;05:46:46
5130;Victor Grimes;Independiente;05:46:47
5129;Amanda Taylor;Independiente;05:46:47
626;Yvonne Smith;Club ciclista Barbastro;05:46:47
3576;Billy Griffith;CLUB CICLISTA MONZON ;05:46:49
3968;Joanna Freeman;Independiente;05:46:53
2418;William Barnes;Bike Boss Team ;05:46:58
2177;Stephen Wood;Independiente;05:46:58
2038;Jose Hernandez;Independiente;05:47:12
2380;William Garcia;Independiente;05:47:13
2398;Barbara Campbell;Independiente;05:47:13
4099;Mark Cooper;Independiente;05:47:16
4098;Kimberly Estes;Independiente;05:47:16
4947;Catherine Turner;Independiente;05:47:17
5055;Matthew Park;Independiente;05:47:17
5024;David Richard;Independiente;05:47:18
4638;Angela Pineda;Independiente;05:47:31
2026;Brendan Reed;CC Banyoles;05:47:33
3631;Thomas Hoffman;Independiente;05:47:33
3496;Denise Torres;Independiente;05:47:34
1817;Alyssa Lane;Getaitri ;05:47:34
2029;Anna Stevenson;CC Banyoles;05:47:34
3493;Amanda Robbins;Independiente;05:47:37
3815;Tammy Brady;Independiente;05:47:38
3029;Jesus Davies;Independiente;05:47:38
3651;Ashley Brown;Independiente;05:47:40
1864;Jason Molina;Independiente;05:47:45
1861;Bradley Williams;Independiente;05:47:45
2294;Thomas York;Independiente;05:47:58
3350;Jonathan Harrison;Independiente;05:48:04
3517;Valerie Hunt;CC Castelldefels ;05:48:04
3540;Lindsey Gomez;Independiente;05:48:05
4338;Courtney Grant;Independiente;05:48:08
1506;Ryan Cowan;Independiente;05:48:09
4369;Dana Jackson;Bike Time Tri;05:48:09
287;Lisa Brown;Independiente;05:48:10
1504;Scott Morrow;Independiente;05:48:11
1660;Savannah Griffith;CLUB ciclista la Montaña Aranjuez;05:48:17
2458;Sherry Weaver;c.c. trujillo;05:48:27
1575;Matthew Pollard;Independiente;05:48:32
1843;Frances Ward;ANDACAMINOS;05:48:35
2650;Robert Jones;Independiente;05:48:38
4738;Jeremiah Jackson;Independiente;05:48:40
3931;Rebecca Simmons;Independiente;05:48:41
1164;Brian Merritt;Independiente;05:48:42
2620;Todd Powell;Independiente;05:48:49
3083;Jamie Nelson;Independiente;05:48:51
2148;Maria Douglas;Independiente;05:48:52
2253;Patrick Dixon;Independiente;05:48:52
3084;Felicia Martin;Independiente;05:48:53
3682;Leroy Keith;Independiente;05:48:57
1276;Brian Gonzalez;Independiente;05:49:05
389;Eric Fuentes;Independiente;05:49:18
569;Joshua Gutierrez;Independiente;05:49:19
361;Charles Johnson;Independiente;05:49:19
5046;Krystal Kelly;Independiente;05:49:19
2302;Crystal Thornton;Independiente;05:49:21
2110;Abigail Lawson;Ibarrekolandako Txirrindulari Elkartea ;05:49:40
3695;Alexis Dillon;Independiente;05:49:41
2425;Rhonda Jones;Independiente;05:49:43
4695;Melissa Walker;Independiente;05:49:44
2032;Brandon Holmes;Independiente;05:49:44
2034;Tyler Espinoza;Independiente;05:49:45
1920;Kelsey Turner;Independiente;05:49:45
4278;Michelle Brady;Independiente;05:49:53
4643;Brooke Nelson;Independiente;05:49:55
1620;Trevor Pierce;Independiente;05:50:19
3207;Debra Miller;Independiente;05:50:22
723;Chase Jackson;Independiente;05:50:23
4388;John Phillips;Independiente;05:50:26
2162;James Evans;Bikecarde10;05:50:26
2170;Andrew Cobb;BIKEcarde10;05:50:26
1643;Gary Harrison;Independiente;05:50:33
1106;Nicholas Calhoun;Independiente;05:50:34
5473;Shawn Owens;Independiente;05:50:36
1742;Rebecca Reynolds;Independiente;05:50:41
126;Elizabeth Saunders;CIRSA BIKE CLUB;05:50:41
2481;Kimberly Owen;Independiente;05:50:45
3811;Taylor Scott;Independiente;05:50:45
315;Heidi Collier;Independiente;05:50:46
2709;Jasmine Harris;Independiente;05:50:47
5297;Ashley Hayes;Independiente;05:50:47
5295;Dr. Anthony Mendez;C.C.TERRES DE LLEIDA ;05:50:48
5296;Matthew Coffey;Club Ciclista Alcoletge;05:50:49
2522;Angela Figueroa;Independiente;05:50:51
2487;Kathryn Hurst;Independiente;05:50:51
3668;Mike King;Independiente;05:51:03
2108;Mark Fletcher;Independiente;05:51:04
2132;Mrs. Lindsey Miller;Independiente;05:51:04
3127;Mark Nunez;OM BICI;05:51:05
2745;Kimberly Thomas;Independiente;05:51:14
3165;David Brown;Independiente;05:51:17
3151;James Lee;El Piñon Cortés;05:51:17
3152;Joseph Burke;Independiente;05:51:18
4604;Nathan Dean;CN Helios;05:51:22
3614;Dennis Garcia;Independiente;05:51:28
4943;Jason Garcia;Independiente;05:51:28
4971;Matthew Gardner;Independiente;05:51:29
3587;Jessica Stevens;AGRUPACIO CICLISTA D'ALFORJA ;05:51:36
3074;Felicia Holden DDS;Independiente;05:51:42
2566;Samantha Conley;Independiente;05:51:43
2599;Kaylee Bell;Independiente;05:51:43
3534;Michael Andrade;CLUB ciclista Barbastro;05:51:47
3062;David Ewing;Independiente;05:51:50
2450;Elizabeth Saunders;UCSC ;05:51:54
5287;Christine Stephens;Los Lobos;05:51:57
5420;James Montoya;Independiente;05:51:58
2539;Rachel Jackson;Independiente;05:52:08
2680;Joshua West;Independiente;05:52:08
3834;Juan Mendoza;CICLES 02;05:52:14
3906;Kimberly Stewart;Tecnibike;05:52:15
3880;Joseph Rodriguez;Independiente;05:52:15
3890;Elizabeth Wright;Independiente;05:52:16
3932;Christopher Mccullough;Independiente;05:52:16
4103;Jennifer Valdez;Birrabike;05:52:18
3889;Victor Adkins;Independiente;05:52:19
3416;Christina Hammond;Independiente;05:52:20
2772;Cassandra Mills;Independiente;05:52:25
3577;Wendy Powell;Independiente;05:52:35
2139;Tamara George;Independiente;05:52:44
3311;David Molina;Independiente;05:52:47
3312;Sherry George;Independiente;05:52:47
3464;Brad Martinez MD;Independiente;05:52:53
3018;Edward Hooper;Independiente;05:52:54
3805;Ryan Stanton;Independiente;05:52:54
3022;Kristen Moran;Independiente;05:52:55
4785;Lisa Skinner;Independiente;05:52:56
3843;Timothy Johnson;Independiente;05:53:00
3842;Wendy Wu;Independiente;05:53:00
3795;James Hensley;Independiente;05:53:01
3937;David Phillips;Independiente;05:53:01
4700;Ms. Karen Mcguire MD;Independiente;05:53:05
4123;Mrs. Kelli Simmons;Independiente;05:53:05
4894;Travis Romero;Independiente;05:53:06
311;Thomas Wilson;Open natura btt;05:53:10
966;Tina Wheeler;Independiente;05:53:12
2545;Rachael Warner;Club Ciclista Chamartín;05:53:17
1909;Morgan Gill;Sarroca bikers ;05:53:18
1906;James Jones;Independiente;05:53:19
4442;Michael Valdez;BTT BONAIRE;05:53:25
1008;Erica Robbins;Independiente;05:53:37
394;Brian Watts;Independiente;05:53:43
585;Nicole Villa;Independiente;05:53:43
1116;Hunter Greene;CLUB Ciclista Sástago;05:53:46
1115;Vincent Rose;Club Ciclista Sástago;05:53:46
2188;Michael Robinson;Independiente;05:53:47
4630;Regina Lynch;Independiente;05:53:47
4639;Andrew Hobbs;Independiente;05:53:48
4641;Thomas Mcgee;Independiente;05:53:49
4637;Steven Mcgee;Independiente;05:53:49
1917;Sean Baird;Independiente;05:53:50
2178;Cameron Jenkins;Independiente;05:53:50
4317;Gary Anderson;Independiente;05:53:51
3806;Judith Fox;Independiente;05:53:51
1692;Danielle Gamble;Independiente;05:53:51
876;Kenneth Gates;C.C Alcoletge;05:53:52
4048;Carol Gomez;CLUB ciclista Alcoletge;05:53:52
1690;Doris Jones;Independiente;05:53:56
1516;Bradley Collins;Independiente;05:54:04
5425;Gabriel Marks;Independiente;05:54:05
5278;Mr. Brandon Jones;BICILAB;05:54:05
384;Jason Thomas;Independiente;05:54:05
4376;Dawn Hernandez;Independiente;05:54:08
3019;April Ayala;Independiente;05:54:10
3027;Logan Lloyd;Món bohemi race team ;05:54:14
4661;Ronald Nunez;C D Running MTB Horcajo;05:54:17
2894;Lee Trujillo;Independiente;05:54:18
3390;Kimberly Moore;Independiente;05:54:22
2176;Jennifer Ellison;Independiente;05:54:23
496;Daniel Macdonald;Independiente;05:54:29
4220;Sara Stevens;Independiente;05:54:29
596;Benjamin Cummings;Independiente;05:54:30
4224;Monique Perry;Independiente;05:54:30
687;Ralph Casey;Independiente;05:54:31
478;Dawn Brady;Independiente;05:54:32
1120;David Nicholson;Independiente;05:54:32
334;Michelle Christian;Independiente;05:54:34
986;Ronald Carter;Independiente;05:54:34
5079;David Cummings;Club Ciclista Tres Cantos;05:54:35
3779;Rachel Stevens;Independiente;05:54:43
3131;Vickie Richards;Independiente;05:54:52
5434;Tricia Preston;Independiente;05:54:56
5433;Brian Goodman;CLUB Ciclista Oscense;05:54:57
2085;David Lindsey;ANDACAMINOS;05:55:00
2089;Jordan Chambers;ANDACAMINOS;05:55:01
2876;Anthony Simmons DDS;CLUB ciclista Abrera ;05:55:12
2135;Jason Graham;CLUB Ciclista ;05:55:13
2117;Cheyenne Brewer;Club ciclista Tarragona;05:55:20
3039;Amy Trujillo;Independiente;05:55:22
5545;Debbie Henry;Independiente;05:55:23
2211;Zachary Smith;Independiente;05:55:30
2206;Henry Scott;Independiente;05:55:30
827;Jason Reeves;CC LARRAGA ;05:55:35
2274;Corey Stone;Independiente;05:55:38
5160;Michael Jenkins;Independiente;05:55:50
3378;Matthew Mcdonald;Independiente;05:55:55
3556;Andrew Gentry;Independiente;05:55:59
3031;Sheila Schultz;Independiente;05:56:00
4713;Walter Gomez;Independiente;05:56:02
5530;Tonya Becker;Independiente;05:56:03
3010;David Williams;Independiente;05:56:05
2120;Jason Floyd;Independiente;05:56:06
1535;Linda James;Independiente;05:56:07
4712;Willie Gutierrez;Independiente;05:56:11
4852;Donald Moss;Independiente;05:56:14
5179;Lydia Mcknight;Independiente;05:56:16
4153;Angela Hahn;Independiente;05:56:17
3545;Leslie Gomez;Independiente;05:56:24
1968;Kevin Moreno;Independiente;05:56:31
994;Joseph Clark;CLUB ciclista Barbastro;05:56:37
4762;Christopher Long;Independiente;05:56:43
5089;Tina Huber;Independiente;05:56:45
4763;Rachel Howard;Independiente;05:56:45
2159;Alexis Travis;Independiente;05:56:47
2759;Tracy Oconnor;CC graus ;05:56:59
5133;Thomas Sanders;Independiente;05:56:59
1453;Mary Cox;Independiente;05:57:00
5134;Teresa Brown;Independiente;05:57:00
4633;Brittany Martinez;Independiente;05:57:12
4895;Brooke Sanders;Independiente;05:57:12
4757;Kylie Gonzalez;Independiente;05:57:18
4758;Nicholas Chapman;Independiente;05:57:19
5587;Hannah Lee;Independiente;05:57:21
5000;Christina Johnston;Independiente;05:57:23
3228;Erin Miranda;Independiente;05:57:27
5569;Timothy Johnson;Independiente;05:57:27
4850;Michael Williams;Independiente;05:57:36
4710;Michelle Hale;Independiente;05:57:41
3218;Jonathan Watson;Independiente;05:57:45
5517;Justin Cole;Independiente;05:58:11
5356;Stephen Knight;Independiente;05:58:11
3603;Mrs. Dana Rivera;Independiente;05:58:17
4600;Zachary Gonzalez;Independiente;05:58:18
2415;Nathan Smith;Independiente;05:58:25
4135;Richard Jarvis;Independiente;05:58:27
3236;Dakota Kelly;Independiente;05:58:41
2082;Jasmine Vargas;Independiente;05:58:53
1174;Erin Vargas;Independiente;05:58:57
349;Jason Bartlett;Independiente;05:58:58
5537;Lorraine Bruce;Independiente;05:59:01
5536;Alexandra Walter;Independiente;05:59:01
1851;Angela Bradley;Independiente;05:59:03
3015;William Kim;Independiente;05:59:03
1912;Luis Butler;Independiente;05:59:06
1885;Kelly Bernard;Independiente;05:59:07
1016;Jason White;Runbike Alcoi;05:59:09
1583;Katherine Moore;Independiente;05:59:12
1582;Zachary Woodard;Independiente;05:59:12
885;Christopher Quinn;runbike;05:59:13
2340;Brian Lopez;bttnosubomas ;05:59:19
2525;Tara Vasquez;BttNosubomas ;05:59:22
2319;Maria Marsh;Independiente;05:59:22
4624;Robert Rodriguez;Independiente;05:59:28
5542;Christopher Wilson;Independiente;05:59:47
3113;John Flores;Independiente;05:59:50
490;Kelsey Lucero;Independiente;05:59:50
593;Lisa Woods;Independiente;05:59:51
3257;John Ramirez;Independiente;05:59:53
1633;Brenda Graham;Independiente;06:00:00
1628;Joshua Wolf;BTT CAMPO ARCIS;06:00:00
3457;Emily Thompson;Independiente;06:00:09
3316;Jamie Wells DDS;Independiente;06:00:10
3458;Carol Crawford;Independiente;06:00:11
2147;Melanie Molina;CCSAB;06:00:11
2150;David Porter;CCSAB;06:00:12
5167;Stephanie Miller;Independiente;06:00:13
2134;Tonya Obrien;CCSAB;06:00:13
2133;Lori Clark;CCSAB;06:00:13
2222;Holly Woodard;Independiente;06:00:14
3662;Samantha Bell;Independiente;06:00:16
5351;Mary Wagner;Independiente;06:00:16
2348;Tammy Schmidt;Independiente;06:00:18
2138;Anna Green;Independiente;06:00:22
3512;Michael Nichols;Independiente;06:00:24
2349;Jacqueline Hamilton;Independiente;06:00:29
5544;Kayla Carroll;Independiente;06:00:31
5491;Savannah Wallace;Independiente;06:00:32
2408;Christina Alexander;Independiente;06:00:32
990;Cynthia Rodriguez;Independiente;06:00:42
3177;Roy Huff;Independiente;06:01:04
4866;John Cooper;Independiente;06:01:11
1889;Gregory Hart;Independiente;06:01:12
2634;Allen Sutton;Independiente;06:01:13
1891;Amanda Taylor;Independiente;06:01:14
3107;Timothy Rodgers;Independiente;06:01:15
4248;Michael Vincent;Independiente;06:01:19
3612;Tammy Hughes;BTT La Ràpita;06:01:22
1776;Lisa Mcknight;Independiente;06:01:23
2079;Sheila Fowler;Independiente;06:01:28
3594;Ronald Nguyen;Independiente;06:01:29
3069;Ariel Jones;Independiente;06:01:30
